category,label,moved,original,orig_label,prediction,pred_label,wup_sim
60287,Promotional Movie Hats,False,60286,Movie Memorabilia Apparel,60286,Movie Memorabilia Apparel,1.0
60288,Promotional Movie Jackets,True,60286,Movie Memorabilia Apparel,90736,Merchandise & Promotional Movie Memorabilia,0.8571428571428571
60289,Promotional Movie T-Shirts,False,60286,Movie Memorabilia Apparel,60286,Movie Memorabilia Apparel,1.0
60293,Original International Lobby Cards (Pre-1940),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60294,Original International Lobby Cards (1940-1949),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60295,Original International Lobby Cards (1950-1959),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60296,Original International Lobby Cards (1960-1969),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60297,Original International Lobby Cards (1970-1979),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60298,Original International Lobby Cards (1980-1989),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60299,Original International Lobby Cards (1990-1999),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60300,Original International Lobby Cards (2000-Now),False,60292,Original International Lobby Cards,60292,Original International Lobby Cards,1.0
60302,Movie Memorabilia Original US Lobby Cards (Pre-1940),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60303,Movie Memorabilia Original US Lobby Cards (1940-1949),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60304,Movie Memorabilia Original US Lobby Cards (1950-1959),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60305,Movie Memorabilia Original US Lobby Cards (1960-1969),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60306,Movie Memorabilia Original US Lobby Cards (1970-1979),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60307,Movie Memorabilia Original US Lobby Cards (1980-1989),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60308,Movie Memorabilia Original US Lobby Cards (1990-1999),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60309,Movie Memorabilia Original US Lobby Cards (2000-Now),False,60301,Original US Lobby Cards,60301,Original US Lobby Cards,1.0
60311,Color Movie Photos (Pre-1940),True,60310,Movie Photos (Pre-1940),18823,Movie Photos,0.8571428571428571
60313,Color Movie Photos (1940-1949),True,60312,Movie Photos (1940-1949),60314,Movie Photos (1950-1959),0.75
60315,Black & White Movie Photos (1950-1959),False,60314,Movie Photos (1950-1959),60314,Movie Photos (1950-1959),1.0
60316,Color Movie Photos (1950-1959),True,60314,Movie Photos (1950-1959),60320,Movie Photos (1970-1979),0.75
60318,Black & White Movie Photos (1960-1969),False,60317,Movie Photos (1960-1969),60317,Movie Photos (1960-1969),1.0
60319,Color Movie Photos (1960-1969),True,60317,Movie Photos (1960-1969),60320,Movie Photos (1970-1979),0.75
60321,Color Movie Photos (1970-1979),True,60320,Movie Photos (1970-1979),18823,Movie Photos,0.8571428571428571
60323,Black & White Movie Photos (1980-1989),False,60322,Movie Photos (1980-1989),60322,Movie Photos (1980-1989),1.0
60324,Color Movie Photos (1980-1989),True,60322,Movie Photos (1980-1989),60325,Movie Photos (1990-1999),0.75
60326,Color Movie Photos (1990-1999),True,60325,Movie Photos (1990-1999),18823,Movie Photos,0.8571428571428571
60328,Black & White Movie Photos (2000-Now),False,60327,Movie Photos (2000-Now),60327,Movie Photos (2000-Now),1.0
60329,Color Movie Photos (2000-Now),True,60327,Movie Photos (2000-Now),18823,Movie Photos,0.8571428571428571
60331,Movie Memorabilia Original US Posters (1950-1959),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
60332,Movie Memorabilia Original US Posters (1960-1969),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
60333,Movie Memorabilia Original US Posters (1980-1989),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
60335,Reproduction Movie Posters (1940-1949),False,25469,Reproduction Movie Posters,25469,Reproduction Movie Posters,1.0
60336,Reproduction Movie Posters (1950-1959),False,25469,Reproduction Movie Posters,25469,Reproduction Movie Posters,1.0
60337,Reproduction Movie Posters (1960-1969),False,25469,Reproduction Movie Posters,25469,Reproduction Movie Posters,1.0
60338,Reproduction Movie Posters (1980-1989),False,25469,Reproduction Movie Posters,25469,Reproduction Movie Posters,1.0
60339,Reproduction Movie Posters (2000-Now),False,25469,Reproduction Movie Posters,25469,Reproduction Movie Posters,1.0
60340,Movie Pressbooks (1970-1979),False,18830,Movie Pressbooks,18830,Movie Pressbooks,1.0
60341,Movie Pressbooks (1980-1989),False,18830,Movie Pressbooks,18830,Movie Pressbooks,1.0
60342,Movie Pressbooks (1990-1999),False,18830,Movie Pressbooks,18830,Movie Pressbooks,1.0
60343,Movie Pressbooks (2000-Now),False,18830,Movie Pressbooks,18830,Movie Pressbooks,1.0
60345,Original Movie Wardrobes,False,60344,Movie Wardrobes,60344,Movie Wardrobes,1.0
60346,Reproduction Movie Wardrobes,True,60344,Movie Wardrobes,11232,Movies & TV,0.0
60347,Original International Movie Posters (1940-1949),False,35041,Original International Movie Posters,35041,Original International Movie Posters,1.0
60348,Original International Movie Posters (1950-1959),False,35041,Original International Movie Posters,35041,Original International Movie Posters,1.0
60349,Original International Movie Posters (1960-1969),False,35041,Original International Movie Posters,35041,Original International Movie Posters,1.0
60353,Movie Press Kits (1950-1959),False,60352,Movie Press Kits,60352,Movie Press Kits,1.0
60354,Movie Press Kits (1960-1969),False,60352,Movie Press Kits,60352,Movie Press Kits,1.0
60355,Movie Press Kits (1970-1979),False,60352,Movie Press Kits,60352,Movie Press Kits,1.0
60356,Movie Press Kits (1980-1989),False,60352,Movie Press Kits,60352,Movie Press Kits,1.0
60357,Movie Press Kits (1990-1999),False,60352,Movie Press Kits,60352,Movie Press Kits,1.0
60358,Movie Press Kits (2000-Now),False,60352,Movie Press Kits,60352,Movie Press Kits,1.0
60360,Original Movie Props,False,60359,Movie Props,60359,Movie Props,1.0
60361,Reproduction Movie Props,True,60359,Movie Props,196,Movie Memorabilia,0.8
60377,TV Memorabilia Hats,False,60376,TV Memorabilia Apparel,60376,TV Memorabilia Apparel,1.0
60378,TV Memorabilia Jackets,True,60376,TV Memorabilia Apparel,1424,TV Memorabilia,0.6666666666666666
60379,TV Memorabilia T-Shirts,False,60376,TV Memorabilia Apparel,60376,TV Memorabilia Apparel,1.0
60387,TV Memorabilia Black & White Photos (Pre-1940),False,60386,TV Memorabilia Photos (Pre-1940),60386,TV Memorabilia Photos (Pre-1940),1.0
60388,TV Memorabilia Color Photos (Pre-1940),True,60386,TV Memorabilia Photos (Pre-1940),18854,TV Memorabilia Photos,0.8571428571428571
60390,TV Memorabilia Black & White Photos (1940-1949),True,60389,TV Memorabilia Photos (1940-1949),18854,TV Memorabilia Photos,0.8571428571428571
60391,TV Memorabilia Color Photos (1940-1949),True,60389,TV Memorabilia Photos (1940-1949),18854,TV Memorabilia Photos,0.8571428571428571
60393,BTV Memorabilia lack & White Photos (1950-1959),False,60392,TV Memorabilia Photos (1950-1959),60392,TV Memorabilia Photos (1950-1959),1.0
60394,TV Memorabilia Color Photos (1950-1959),True,60392,TV Memorabilia Photos (1950-1959),18854,TV Memorabilia Photos,0.8571428571428571
60396,TV Memorabilia Black & White Photos (1960-1969),False,60395,TV Memorabilia Photos (1960-1969),60395,TV Memorabilia Photos (1960-1969),1.0
60397,TV Memorabilia Color Photos (1960-1969),True,60395,TV Memorabilia Photos (1960-1969),18854,TV Memorabilia Photos,0.8571428571428571
60399,TV Memorabilia Black & White Photos (1970-1979),False,60398,TV Memorabilia Photos (1970-1979),60398,TV Memorabilia Photos (1970-1979),1.0
60400,TV Memorabilia Color Photos (1970-1979),True,60398,TV Memorabilia Photos (1970-1979),18854,TV Memorabilia Photos,0.8571428571428571
60402,TV Memorabilia Black & White Photos (1980-1989),False,60401,TV Memorabilia Photos (1980-1989),60401,TV Memorabilia Photos (1980-1989),1.0
60403,TV Memorabilia Color Photos (1980-1989),True,60401,TV Memorabilia Photos (1980-1989),18854,TV Memorabilia Photos,0.8571428571428571
60405,TV Memorabilia Black & White Photos (1990-1999),False,60404,TV Memorabilia Photos (1990-1999),60404,TV Memorabilia Photos (1990-1999),1.0
60406,TV Memorabilia Color Photos (1990-1999),True,60404,TV Memorabilia Photos (1990-1999),18854,TV Memorabilia Photos,0.8571428571428571
60408,TV Memorabilia Black & White Photos (2000-Now),False,60407,TV Memorabilia Photos (2000-Now),60407,TV Memorabilia Photos (2000-Now),1.0
60409,TV Memorabilia Color Photos (2000-Now),True,60407,TV Memorabilia Photos (2000-Now),18854,TV Memorabilia Photos,0.8571428571428571
60411,Theater Playbills (Pre-1940),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60412,Theater Playbills (1940-1949),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60413,Theater Playbills (1950-1959),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60414,Theater Playbills (1960-1969),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60415,Theater Playbills (1970-1979),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60416,Theater Playbills (1980-1989),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60417,Theater Playbills (1990-1999),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60418,Theater Playbills (2000-Now),False,108931,Theater Playbills,108931,Theater Playbills,1.0
60420,Original US Theater Posters,False,60419,Theater Posters,60419,Theater Posters,1.0
60421,Original International Theater Posters,False,60419,Theater Posters,60419,Theater Posters,1.0
60422,Reproduction Theater Posters,False,60419,Theater Posters,60419,Theater Posters,1.0
60594,Autographed Sports Memorabilia Display Cases,False,51,Original Sport Autographed Items,51,Original Sport Autographed Items,1.0
60596,Game Used MLB Bats,False,60595,Game Used MLB Memorabilia,60595,Game Used MLB Memorabilia,1.0
60597,Game Used MLB Jerseys,False,60595,Game Used MLB Memorabilia,60595,Game Used MLB Memorabilia,1.0
60598,Vintage Sports Cups & Mugs,False,50123,Vintage Sports Memorabilia,50123,Vintage Sports Memorabilia,1.0
60619,"Masonic & Freemason Cufflinks, Studs & Lapel Pins",False,50188,Masonic & Freemason Collectibles,50188,Masonic & Freemason Collectibles,1.0
60811,Collectible Phone Cards,False,1,Collectibles,1,Collectibles,1.0
60819,Collectible Conway Stewart Fountain Pens,False,13999,Collectible Fountain Pens,13999,Collectible Fountain Pens,1.0
60890,Henna Paste & Powder,True,260799,Temporary Tattoos,33914,Tattoos & Body Art Products,0.8
61082,TV Memorabilia Calendars,False,90733,Merchandise & Promotional TV Memorabilia Items,90733,Merchandise & Promotional TV Memorabilia Items,1.0
61083,TV Memorabilia Figures & Dolls,True,90733,Merchandise & Promotional TV Memorabilia Items,164114,TV Memorabilia Props,0.6666666666666666
61084,TV Memorabilia Fridge Magnets,False,90733,Merchandise & Promotional TV Memorabilia Items,90733,Merchandise & Promotional TV Memorabilia Items,1.0
61085,TV Memorabilia Mugs & Coasters,False,90733,Merchandise & Promotional TV Memorabilia Items,90733,Merchandise & Promotional TV Memorabilia Items,1.0
61091,"Promotional Movie Badges, Pins & Buttons",False,90736,Merchandise & Promotional Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,1.0
61098,Promotional Movie Mouse Pads & Mats,False,90736,Merchandise & Promotional Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,1.0
61099,Promotional Movie Plates,False,90736,Merchandise & Promotional Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,1.0
61104,Movie Memorabilia Original US Posters (2000-Now),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
61107,Original International Movie Posters (1970-1979),False,35041,Original International Movie Posters,35041,Original International Movie Posters,1.0
61108,Original International Movie Posters (2000-Now),False,35041,Original International Movie Posters,35041,Original International Movie Posters,1.0
61312,"TV, Video & Home Audio Remote Controls",True,14961,"TV, Video & Audio Accessories",32852,"TV, Video & Home Audio Electronics",0.8
61336,Home Audio Speaker Mounts & Stands,True,184976,Home Audio Accessories,14969,Home Audio Systems,0.5
61568,Motor Graders,False,177641,Heavy Equipment,177641,Heavy Equipment,1.0
61577,Walk-Behind Trenchers,False,61573,Light Industrial Equipment & Tools,61573,Light Industrial Equipment & Tools,1.0
61586,Horse Livestock Supplies,False,46526,Livestock Supplies,46526,Livestock Supplies,1.0
61633,Office Bulk Blank DVD+R Discs,False,11162,Bulk Blank Media,11162,Bulk Blank Media,1.0
61634,Bulk DVD & CD Packaging,False,11162,Bulk Blank Media,11162,Bulk Blank Media,1.0
61673,Microfilm & Microfiche,True,25298,Office Equipment & Supplies,25301,"Copiers, Parts & Accessories",0.6666666666666666
61681,Office Cubicles & Systems Furniture,True,11828,Office Furniture,25298,Office Equipment & Supplies,0.8
61752,Office Calendars,False,61774,Office Calendars & Planners,61774,Office Calendars & Planners,1.0
61753,Copy & Document Holders,True,25337,Desk Accessories,58271,Office Supplies,0.8571428571428571
61754,Business Card Files,True,25337,Desk Accessories,58271,Office Supplies,0.8571428571428571
61755,Office Binding Covers & Spines,False,25344,"Office Filing, Storage & Binding Supplies",25344,"Office Filing, Storage & Binding Supplies",1.0
61756,Office Binding Machines,False,25344,"Office Filing, Storage & Binding Supplies",25344,"Office Filing, Storage & Binding Supplies",1.0
61769,"Copier, Printer & Fax Paper Supplies",True,20160,Office Paper Products,58271,Office Supplies,0.8571428571428571
61770,Dry Erase Boards,False,25319,Projectors & Presentation Equipment,25319,Projectors & Presentation Equipment,1.0
61778,Fountain Pens,True,25351,"Pens, Pencils & Markers",966,Collectible Pens & Writing Instruments,0.0
61788,Forestry Equipment,False,61787,Forestry Equipment & Supplies,61787,Forestry Equipment & Supplies,1.0
61791,Industrial Molds & Dies,True,36350,Industrial Plastic Processing Equipment,11804,"CNC, Metalworking & Manufacturing",0.6666666666666666
61816,"Wi-Fi Boosters, Extenders & Antennas",False,11176,Home Network & Connectivity Equipment,11176,Home Network & Connectivity Equipment,1.0
61834,Conference Equipment,True,11907,Telecom Systems,11176,Home Network & Connectivity Equipment,0.0
61839,VoIP Business Phones & IP PBX,False,175698,Enterprise Networking & Servers,175698,Enterprise Networking & Servers,1.0
61840,VoIP Home Phones,False,11176,Home Network & Connectivity Equipment,11176,Home Network & Connectivity Equipment,1.0
62042,Dictaphones & Voice Recorders,False,62034,Dictation & Stenography Office Equipment,62034,Dictation & Stenography Office Equipment,1.0
62044,Stenograph Machines,False,62034,Dictation & Stenography Office Equipment,62034,Dictation & Stenography Office Equipment,1.0
62045,Dictation Accessories,True,62034,Dictation & Stenography Office Equipment,25298,Office Equipment & Supplies,0.6666666666666666
62048,Office Mousepads,False,58271,Office Supplies,58271,Office Supplies,1.0
62107,Women's Sandals,False,3034,Women's Shoes,3034,Women's Shoes,1.0
62118,Camping Meals,False,181381,Camping Cooking Supplies,181381,Camping Cooking Supplies,1.0
62122,Spring Airsoft Rifles,False,62120,Spring Airsoft Guns,62120,Spring Airsoft Guns,1.0
62134,Fitness Jump Ropes,True,28064,Fitness Equipment & Gear,15273,"Fitness, Running & Yoga Equipment",0.8
62143,Fishing Novelties & Gifts,False,1492,Fishing Equipment & Supplies,1492,Fishing Equipment & Supplies,1.0
62164,Lacrosse Protective Gear,False,261249,Lacrosse Gear,261249,Lacrosse Gear,1.0
62166,Squash Equipment,False,159134,Tennis & Racquet Sports,159134,Tennis & Racquet Sports,1.0
62167,Tennis & Racquet Sport Protective Gear,False,62229,Tennis & Racquet Sport Apparel & Accessories,62229,Tennis & Racquet Sport Apparel & Accessories,1.0
62168,Racquetball Equipment,False,159134,Tennis & Racquet Sports,159134,Tennis & Racquet Sports,1.0
62170,Winter Sports Wax,True,260710,"Ski, Snowboard & Snowshoe Accessories",21233,Winter Sports Clothing,0.5714285714285714
